,id,color_palette,delta,category_number,time_spent,number_points,correct_answer
2865,lyq6XgYubtLWzn3RlwKq_Q_9,StataS2,1.7358757717892903,10,5.3,16,1
2866,lyq6XgYubtLWzn3RlwKq_Q_10,StataS2,2.032334130475495,8,5.8,17,1
2867,lyq6XgYubtLWzn3RlwKq_Q_11,StataS2,2.6638912320584547,8,2.8,14,1
2868,lyq6XgYubtLWzn3RlwKq_Q_12,StataS2,2.8455729240995598,7,2.7,19,1
2869,lyq6XgYubtLWzn3RlwKq_Q_13,StataS2,2.8359845682474294,3,2.8,19,1
2870,lyq6XgYubtLWzn3RlwKq_Q_14,StataS2,1.6309329837861304,6,9.2,14,1
2871,lyq6XgYubtLWzn3RlwKq_Q_15,StataS2,2.1501933288101727,8,4.9,13,1
2872,lyq6XgYubtLWzn3RlwKq_Q_16,StataS2,2.8122424796764887,9,6.7,18,1
2873,lyq6XgYubtLWzn3RlwKq_Q_17,StataS2,1.6400612260012748,6,5.0,12,1
2874,lyq6XgYubtLWzn3RlwKq_Q_18,StataS2,1.864173272456199,4,3.1,18,1
2875,lyq6XgYubtLWzn3RlwKq_Q_19,StataS2,2.504898291582374,9,4.4,11,0
2876,lyq6XgYubtLWzn3RlwKq_Q_20,StataS2,1.5090581655748885,9,8.1,14,1
2877,lyq6XgYubtLWzn3RlwKq_Q_21,StataS2,1.8305289320328135,5,5.2,12,1
2878,lyq6XgYubtLWzn3RlwKq_Q_22,StataS2,2.6802979342055124,3,3.4,12,1
2879,lyq6XgYubtLWzn3RlwKq_Q_23,StataS2,1.884600162587516,2,5.6,14,1
2880,lyq6XgYubtLWzn3RlwKq_Q_24,StataS2,2.7169346023456518,7,4.7,18,1
2881,lyq6XgYubtLWzn3RlwKq_Q_25,StataS2,2.4551210489437727,5,6.9,11,1
2882,lyq6XgYubtLWzn3RlwKq_Q_26,StataS2,2.491814293269382,3,5.1,16,1
2883,lyq6XgYubtLWzn3RlwKq_Q_27,StataS2,1.5293828421091185,3,9.4,13,1
2884,lyq6XgYubtLWzn3RlwKq_Q_28,StataS2,2.701206067290157,6,3.6,17,1
2885,lyq6XgYubtLWzn3RlwKq_Q_29,StataS2,2.093676785834366,9,4.1,20,1
2886,lyq6XgYubtLWzn3RlwKq_Q_30,StataS2,1.8852450886590004,4,5.0,12,1
2887,lyq6XgYubtLWzn3RlwKq_Q_32,StataS2,2.110696572923493,2,4.0,12,1
2888,lyq6XgYubtLWzn3RlwKq_Q_33,StataS2,2.8459517063261206,3,4.5,19,1
2889,lyq6XgYubtLWzn3RlwKq_Q_34,StataS2,2.794027508508735,10,3.7,17,1
2890,lyq6XgYubtLWzn3RlwKq_Q_35,StataS2,2.319635497861431,3,3.8,13,1
2891,lyq6XgYubtLWzn3RlwKq_Q_36,StataS2,2.038597937003667,3,2.9,13,1
2892,lyq6XgYubtLWzn3RlwKq_Q_37,StataS2,2.826997014160318,10,6.5,13,1
2893,lyq6XgYubtLWzn3RlwKq_Q_38,StataS2,1.8679338445376032,10,3.7,19,1
2894,lyq6XgYubtLWzn3RlwKq_Q_39,StataS2,1.532331766999996,10,5.0,15,1
2895,lyq6XgYubtLWzn3RlwKq_Q_41,StataS2,2.080734526738349,6,3.2,17,1
2896,lyq6XgYubtLWzn3RlwKq_Q_43,StataS2,2.5825199990592798,2,3.9,12,1
2897,lyq6XgYubtLWzn3RlwKq_Q_44,StataS2,2.656529178952562,5,4.5,17,1
2898,mpCddWGjVbMtvthaDxd6_Q_0,ColorBrewerPaired,2.892451423006272,10,9.2,11,1
2899,mpCddWGjVbMtvthaDxd6_Q_2,ColorBrewerPaired,2.056347030123068,6,5.9,14,1
2900,mpCddWGjVbMtvthaDxd6_Q_3,ColorBrewerPaired,1.6995556948790238,7,5.9,11,1
2901,mpCddWGjVbMtvthaDxd6_Q_4,ColorBrewerPaired,2.0283490144252063,2,4.2,17,1
2902,mpCddWGjVbMtvthaDxd6_Q_5,ColorBrewerPaired,1.6042698992234472,8,6.2,15,1
2903,mpCddWGjVbMtvthaDxd6_Q_6,ColorBrewerPaired,2.902224370119535,10,3.8,18,1
2904,mpCddWGjVbMtvthaDxd6_Q_7,ColorBrewerPaired,1.5415888697276785,4,5.9,18,1
2905,mpCddWGjVbMtvthaDxd6_Q_8,ColorBrewerPaired,2.118555304060136,6,3.3,19,1
2906,mpCddWGjVbMtvthaDxd6_Q_9,ColorBrewerPaired,1.6333533411723271,10,5.6,17,1
2907,mpCddWGjVbMtvthaDxd6_Q_10,ColorBrewerPaired,2.3624041717184543,5,5.9,13,1
2908,mpCddWGjVbMtvthaDxd6_Q_11,ColorBrewerPaired,2.8198349372079763,2,5.5,10,1
2909,mpCddWGjVbMtvthaDxd6_Q_12,ColorBrewerPaired,2.653438014294472,8,15.1,12,1
2910,mpCddWGjVbMtvthaDxd6_Q_13,ColorBrewerPaired,2.650669587127255,5,3.7,16,1
2911,mpCddWGjVbMtvthaDxd6_Q_14,ColorBrewerPaired,1.6956406877580843,3,5.5,11,1
2912,mpCddWGjVbMtvthaDxd6_Q_15,ColorBrewerPaired,2.3338640777699817,10,4.0,12,1
2913,mpCddWGjVbMtvthaDxd6_Q_16,ColorBrewerPaired,2.1226475082659286,10,5.1,20,1
2914,mpCddWGjVbMtvthaDxd6_Q_17,ColorBrewerPaired,1.713316935687537,6,3.7,14,1
2915,mpCddWGjVbMtvthaDxd6_Q_18,ColorBrewerPaired,2.438791136036075,8,4.4,11,1
2916,mpCddWGjVbMtvthaDxd6_Q_19,ColorBrewerPaired,1.5398715444688218,9,6.3,11,1
2917,mpCddWGjVbMtvthaDxd6_Q_20,ColorBrewerPaired,2.134179371843888,4,3.2,10,1
2918,mpCddWGjVbMtvthaDxd6_Q_21,ColorBrewerPaired,2.113616272694566,2,4.5,13,1
2919,mpCddWGjVbMtvthaDxd6_Q_22,ColorBrewerPaired,2.727595837163591,7,3.9,10,1
2920,mpCddWGjVbMtvthaDxd6_Q_23,ColorBrewerPaired,2.7209526247163645,4,4.2,17,1
2921,mpCddWGjVbMtvthaDxd6_Q_24,ColorBrewerPaired,1.5454310821336206,8,8.0,10,1
2922,mpCddWGjVbMtvthaDxd6_Q_26,ColorBrewerPaired,2.664378809985948,6,4.9,11,1
2923,mpCddWGjVbMtvthaDxd6_Q_27,ColorBrewerPaired,1.705646773018333,5,4.7,17,1
2924,mpCddWGjVbMtvthaDxd6_Q_28,ColorBrewerPaired,2.0436274207352536,3,4.0,20,1
2925,mpCddWGjVbMtvthaDxd6_Q_29,ColorBrewerPaired,1.835366893873123,3,9.2,13,1
2926,mpCddWGjVbMtvthaDxd6_Q_30,ColorBrewerPaired,2.5276882028354795,6,7.1,11,1
2927,mpCddWGjVbMtvthaDxd6_Q_31,ColorBrewerPaired,1.9992260855484856,5,3.7,12,1
2928,mpCddWGjVbMtvthaDxd6_Q_32,ColorBrewerPaired,2.4683694576745414,2,3.7,18,1
2929,mpCddWGjVbMtvthaDxd6_Q_33,ColorBrewerPaired,2.6796746412328174,9,7.7,13,1
2930,mpCddWGjVbMtvthaDxd6_Q_34,ColorBrewerPaired,2.780271750747988,3,3.9,16,1
2931,mpCddWGjVbMtvthaDxd6_Q_35,ColorBrewerPaired,2.680240445366897,7,5.9,15,1
2932,mpCddWGjVbMtvthaDxd6_Q_36,ColorBrewerPaired,2.445620994920411,3,3.9,19,1
2933,mpCddWGjVbMtvthaDxd6_Q_37,ColorBrewerPaired,2.042241842093488,7,5.1,15,1
2934,mpCddWGjVbMtvthaDxd6_Q_38,ColorBrewerPaired,2.898820053414377,10,4.3,20,1
2935,mpCddWGjVbMtvthaDxd6_Q_40,ColorBrewerPaired,1.6629457202187696,4,8.7,17,1
2936,mpCddWGjVbMtvthaDxd6_Q_41,ColorBrewerPaired,1.9119101318248488,9,8.7,17,1
2937,mpCddWGjVbMtvthaDxd6_Q_42,ColorBrewerPaired,2.900132329703277,8,6.5,19,1
2938,mpCddWGjVbMtvthaDxd6_Q_43,ColorBrewerPaired,1.627616124338902,2,5.4,15,1
2939,mpCddWGjVbMtvthaDxd6_Q_44,ColorBrewerPaired,2.0396981777852607,6,4.5,19,1
2940,oZYq7QwSlymDj4wnXV0K_Q_0,D3Cat10,2.665242047724613,3,7.3,10,1
2941,oZYq7QwSlymDj4wnXV0K_Q_1,D3Cat10,1.6269799740159447,10,8.7,10,0
2942,oZYq7QwSlymDj4wnXV0K_Q_2,D3Cat10,2.6233532691204218,6,6.1,20,1
2943,oZYq7QwSlymDj4wnXV0K_Q_3,D3Cat10,1.9642141335737549,3,4.9,16,1
2944,oZYq7QwSlymDj4wnXV0K_Q_4,D3Cat10,2.3991024617667955,8,9.4,14,1
2945,oZYq7QwSlymDj4wnXV0K_Q_5,D3Cat10,1.8375974127303047,4,10.8,10,1
2946,oZYq7QwSlymDj4wnXV0K_Q_6,D3Cat10,1.5986187321869672,7,8.9,17,1
2947,oZYq7QwSlymDj4wnXV0K_Q_7,D3Cat10,2.1001397568074625,8,6.4,15,1
2948,oZYq7QwSlymDj4wnXV0K_Q_9,D3Cat10,1.865319700554093,2,4.5,12,1
2949,oZYq7QwSlymDj4wnXV0K_Q_10,D3Cat10,2.377429281842379,5,7.8,18,1
2950,oZYq7QwSlymDj4wnXV0K_Q_11,D3Cat10,2.518344626143433,7,5.2,16,1
2951,oZYq7QwSlymDj4wnXV0K_Q_12,D3Cat10,2.2489786931630893,2,4.7,12,1
2952,oZYq7QwSlymDj4wnXV0K_Q_13,D3Cat10,1.713370667440417,4,3.1,16,1
2953,oZYq7QwSlymDj4wnXV0K_Q_14,D3Cat10,1.6033234398418197,5,4.2,18,1
2954,oZYq7QwSlymDj4wnXV0K_Q_15,D3Cat10,2.634053993544657,5,3.9,18,1
2955,oZYq7QwSlymDj4wnXV0K_Q_16,D3Cat10,2.7386954086289137,5,2.8,19,1
2956,oZYq7QwSlymDj4wnXV0K_Q_18,D3Cat10,2.6602647218284465,8,3.4,15,1
2957,oZYq7QwSlymDj4wnXV0K_Q_19,D3Cat10,2.2046475155737437,9,6.1,18,1
2958,oZYq7QwSlymDj4wnXV0K_Q_20,D3Cat10,2.906842799424989,4,3.5,19,1
2959,oZYq7QwSlymDj4wnXV0K_Q_22,D3Cat10,2.074270315364947,6,3.6,20,1
2960,oZYq7QwSlymDj4wnXV0K_Q_23,D3Cat10,2.695141707327516,6,2.5,17,1
2961,oZYq7QwSlymDj4wnXV0K_Q_24,D3Cat10,2.0934109333431445,3,3.3,12,1
2962,oZYq7QwSlymDj4wnXV0K_Q_25,D3Cat10,2.6635774984591407,8,4.0,11,1
2963,oZYq7QwSlymDj4wnXV0K_Q_26,D3Cat10,2.3289243950508967,7,4.1,10,1
2964,oZYq7QwSlymDj4wnXV0K_Q_27,D3Cat10,2.647369184270386,4,2.8,18,1
2965,oZYq7QwSlymDj4wnXV0K_Q_28,D3Cat10,1.937529021260163,2,2.1,10,1
2966,oZYq7QwSlymDj4wnXV0K_Q_29,D3Cat10,1.5411840902484235,10,5.7,19,1
2967,oZYq7QwSlymDj4wnXV0K_Q_30,D3Cat10,2.2488642210608347,7,2.5,12,1
2968,oZYq7QwSlymDj4wnXV0K_Q_31,D3Cat10,2.5992629941687024,8,3.6,11,1
2969,oZYq7QwSlymDj4wnXV0K_Q_32,D3Cat10,2.8155694509221822,4,2.7,14,1
2970,oZYq7QwSlymDj4wnXV0K_Q_33,D3Cat10,2.1361613155107677,8,4.5,19,1
2971,oZYq7QwSlymDj4wnXV0K_Q_34,D3Cat10,2.359297295566076,2,2.1,10,1
2972,oZYq7QwSlymDj4wnXV0K_Q_35,D3Cat10,1.7381404475229705,5,3.9,15,1
2973,oZYq7QwSlymDj4wnXV0K_Q_36,D3Cat10,2.326427002300874,10,2.2,14,1
2974,oZYq7QwSlymDj4wnXV0K_Q_37,D3Cat10,2.484583567004002,10,2.8,20,1
2975,oZYq7QwSlymDj4wnXV0K_Q_38,D3Cat10,2.522709164766181,10,4.8,14,1
2976,oZYq7QwSlymDj4wnXV0K_Q_39,D3Cat10,1.6515134485042733,10,7.7,16,1
2977,oZYq7QwSlymDj4wnXV0K_Q_40,D3Cat10,1.5273562809875445,4,3.4,11,1
2978,oZYq7QwSlymDj4wnXV0K_Q_41,D3Cat10,1.722039612506702,3,2.9,18,1
2979,oZYq7QwSlymDj4wnXV0K_Q_42,D3Cat10,2.6422900223745343,6,2.1,13,1
2980,oZYq7QwSlymDj4wnXV0K_Q_43,D3Cat10,1.8091190088250693,7,3.5,16,1
2981,oZYq7QwSlymDj4wnXV0K_Q_44,D3Cat10,2.0156115198370843,9,7.7,12,1
2982,pyailEBGmJEqzwCaA9Gu_Q_0,PaulTolMuted,2.638096289979387,4,5.4,16,1
2983,pyailEBGmJEqzwCaA9Gu_Q_1,PaulTolMuted,1.5814738670612627,7,10.0,10,1
2984,pyailEBGmJEqzwCaA9Gu_Q_2,PaulTolMuted,2.10685652904151,7,11.4,11,1
2985,pyailEBGmJEqzwCaA9Gu_Q_3,PaulTolMuted,1.5392947580255698,4,5.3,17,1
2986,pyailEBGmJEqzwCaA9Gu_Q_4,PaulTolMuted,2.630513324476953,3,13.0,12,1
2987,pyailEBGmJEqzwCaA9Gu_Q_5,PaulTolMuted,2.106491334933917,5,12.2,11,1
2988,pyailEBGmJEqzwCaA9Gu_Q_6,PaulTolMuted,2.718225406533974,6,5.8,17,1
2989,pyailEBGmJEqzwCaA9Gu_Q_7,PaulTolMuted,2.3734631108018918,6,6.3,12,1
2990,pyailEBGmJEqzwCaA9Gu_Q_8,PaulTolMuted,1.80306739813952,8,5.4,19,1
2991,pyailEBGmJEqzwCaA9Gu_Q_9,PaulTolMuted,2.926719680469656,4,11.0,12,1
2992,pyailEBGmJEqzwCaA9Gu_Q_10,PaulTolMuted,1.54109898559527,10,9.1,19,1
2993,pyailEBGmJEqzwCaA9Gu_Q_11,PaulTolMuted,2.8633241272259373,5,3.9,18,1
2994,pyailEBGmJEqzwCaA9Gu_Q_12,PaulTolMuted,2.000348080766937,3,4.2,10,1
2995,pyailEBGmJEqzwCaA9Gu_Q_13,PaulTolMuted,1.8929532857251965,7,3.9,20,1
2996,pyailEBGmJEqzwCaA9Gu_Q_14,PaulTolMuted,2.6913022591634266,8,11.9,17,1
2997,pyailEBGmJEqzwCaA9Gu_Q_15,PaulTolMuted,1.7469186643507155,5,6.4,19,1
2998,pyailEBGmJEqzwCaA9Gu_Q_16,PaulTolMuted,2.349651773775439,3,7.6,11,1
2999,pyailEBGmJEqzwCaA9Gu_Q_17,PaulTolMuted,1.7121692155147006,9,15.1,16,1
3000,pyailEBGmJEqzwCaA9Gu_Q_18,PaulTolMuted,2.267701126514694,8,12.1,11,1
3001,pyailEBGmJEqzwCaA9Gu_Q_19,PaulTolMuted,2.0879619171855976,3,4.0,11,1
3002,pyailEBGmJEqzwCaA9Gu_Q_21,PaulTolMuted,2.127093687559486,9,12.1,11,1
3003,pyailEBGmJEqzwCaA9Gu_Q_23,PaulTolMuted,1.6221770526036856,5,4.5,15,1
3004,pyailEBGmJEqzwCaA9Gu_Q_24,PaulTolMuted,2.81355235307312,5,3.9,18,1
3005,pyailEBGmJEqzwCaA9Gu_Q_25,PaulTolMuted,1.9192060861781248,4,3.6,10,1
3006,pyailEBGmJEqzwCaA9Gu_Q_26,PaulTolMuted,2.879635330418353,7,3.5,16,1
3007,pyailEBGmJEqzwCaA9Gu_Q_27,PaulTolMuted,2.205233894094978,9,3.9,13,1
3008,pyailEBGmJEqzwCaA9Gu_Q_28,PaulTolMuted,2.029797966110308,6,7.6,13,1
3009,pyailEBGmJEqzwCaA9Gu_Q_29,PaulTolMuted,1.5651777581776756,3,3.9,12,1
3010,pyailEBGmJEqzwCaA9Gu_Q_30,PaulTolMuted,2.3390558111423747,6,5.0,12,1
3011,pyailEBGmJEqzwCaA9Gu_Q_31,PaulTolMuted,2.489490035937328,3,3.6,20,1
3012,pyailEBGmJEqzwCaA9Gu_Q_32,PaulTolMuted,2.826543313863888,2,3.4,12,1
3013,pyailEBGmJEqzwCaA9Gu_Q_33,PaulTolMuted,2.688401488907339,8,4.6,19,1
3014,pyailEBGmJEqzwCaA9Gu_Q_34,PaulTolMuted,1.6519626584484808,9,15.1,14,1
3015,pyailEBGmJEqzwCaA9Gu_Q_35,PaulTolMuted,2.6335582657416943,3,3.9,12,1
3016,pyailEBGmJEqzwCaA9Gu_Q_36,PaulTolMuted,1.724316723907462,2,3.4,20,1
3017,pyailEBGmJEqzwCaA9Gu_Q_38,PaulTolMuted,2.5150689536131585,2,3.6,16,1
3018,pyailEBGmJEqzwCaA9Gu_Q_39,PaulTolMuted,1.9703108049692828,6,11.0,12,1
3019,pyailEBGmJEqzwCaA9Gu_Q_40,PaulTolMuted,1.714676771057496,9,6.9,10,1
3020,pyailEBGmJEqzwCaA9Gu_Q_41,PaulTolMuted,2.1951717686665404,9,5.2,11,1
3021,pyailEBGmJEqzwCaA9Gu_Q_42,PaulTolMuted,2.0980200631477874,9,4.6,20,1
3022,pyailEBGmJEqzwCaA9Gu_Q_43,PaulTolMuted,2.835470333191383,8,4.4,19,1
3023,pyailEBGmJEqzwCaA9Gu_Q_44,PaulTolMuted,2.5053773642900588,9,7.9,16,1
3024,qJ7nRJ8UhItXoRkIsUHh_Q_0,CartoBold,1.9944318180445952,3,5.3,12,1
3025,qJ7nRJ8UhItXoRkIsUHh_Q_1,CartoBold,2.214428839200514,5,3.6,13,1
3026,qJ7nRJ8UhItXoRkIsUHh_Q_2,CartoBold,2.56505561908169,6,4.3,15,1
3027,qJ7nRJ8UhItXoRkIsUHh_Q_3,CartoBold,1.8246211409393096,7,2.1,18,1
3028,qJ7nRJ8UhItXoRkIsUHh_Q_4,CartoBold,2.6196973160663646,6,2.0,11,1
3029,qJ7nRJ8UhItXoRkIsUHh_Q_5,CartoBold,2.574422702544127,3,2.6,11,1
3030,qJ7nRJ8UhItXoRkIsUHh_Q_7,CartoBold,2.6229295561191344,3,1.9,20,1
3031,qJ7nRJ8UhItXoRkIsUHh_Q_8,CartoBold,2.6119019668747123,8,3.9,18,1
3032,qJ7nRJ8UhItXoRkIsUHh_Q_9,CartoBold,1.501080314351082,2,2.3,11,1
3033,qJ7nRJ8UhItXoRkIsUHh_Q_11,CartoBold,1.7345664784066157,2,2.1,17,1
3034,qJ7nRJ8UhItXoRkIsUHh_Q_12,CartoBold,2.585940928723739,6,2.8,13,1
3035,qJ7nRJ8UhItXoRkIsUHh_Q_13,CartoBold,2.0433570158685934,5,3.0,16,1
3036,qJ7nRJ8UhItXoRkIsUHh_Q_14,CartoBold,2.650852329077832,8,2.8,10,1
3037,qJ7nRJ8UhItXoRkIsUHh_Q_15,CartoBold,1.515993508151424,5,2.9,15,1
3038,qJ7nRJ8UhItXoRkIsUHh_Q_16,CartoBold,2.081497483263586,10,3.1,17,1
3039,qJ7nRJ8UhItXoRkIsUHh_Q_17,CartoBold,2.392595786321195,10,4.1,15,1
3040,qJ7nRJ8UhItXoRkIsUHh_Q_18,CartoBold,1.7805990481137282,6,4.9,14,1
3041,qJ7nRJ8UhItXoRkIsUHh_Q_19,CartoBold,2.905591493449869,5,2.5,11,1
3042,qJ7nRJ8UhItXoRkIsUHh_Q_20,CartoBold,2.087631636961543,3,2.9,14,1
3043,qJ7nRJ8UhItXoRkIsUHh_Q_21,CartoBold,1.9328900779418845,6,2.7,17,1
3044,qJ7nRJ8UhItXoRkIsUHh_Q_22,CartoBold,2.03784548057214,8,2.2,15,1
3045,qJ7nRJ8UhItXoRkIsUHh_Q_23,CartoBold,1.7798153979541471,9,2.3,10,1
3046,qJ7nRJ8UhItXoRkIsUHh_Q_24,CartoBold,2.964180606889797,3,2.2,10,1
3047,qJ7nRJ8UhItXoRkIsUHh_Q_25,CartoBold,1.666455953362581,10,4.7,18,1
3048,qJ7nRJ8UhItXoRkIsUHh_Q_26,CartoBold,2.675372281649069,2,2.0,12,1
3049,qJ7nRJ8UhItXoRkIsUHh_Q_28,CartoBold,2.287334930089986,6,2.0,10,1
3050,qJ7nRJ8UhItXoRkIsUHh_Q_29,CartoBold,2.0668071727784745,2,2.1,18,1
3051,qJ7nRJ8UhItXoRkIsUHh_Q_30,CartoBold,1.5374629226296208,4,3.0,12,1
3052,qJ7nRJ8UhItXoRkIsUHh_Q_31,CartoBold,1.7754749959620248,3,3.1,15,1
3053,qJ7nRJ8UhItXoRkIsUHh_Q_32,CartoBold,2.543711493284275,4,3.2,18,1
3054,qJ7nRJ8UhItXoRkIsUHh_Q_33,CartoBold,2.1927953909289144,9,2.9,18,1
3055,qJ7nRJ8UhItXoRkIsUHh_Q_34,CartoBold,2.414914394065936,2,2.3,10,1
3056,qJ7nRJ8UhItXoRkIsUHh_Q_35,CartoBold,1.7297926600488598,6,3.2,16,1
3057,qJ7nRJ8UhItXoRkIsUHh_Q_36,CartoBold,2.4119056053457246,7,2.8,13,1
3058,qJ7nRJ8UhItXoRkIsUHh_Q_37,CartoBold,2.7064082068753645,10,3.2,19,1
3059,qJ7nRJ8UhItXoRkIsUHh_Q_38,CartoBold,2.0349382726366807,10,2.6,16,1
3060,qJ7nRJ8UhItXoRkIsUHh_Q_39,CartoBold,1.932220143445412,3,2.7,17,1
3061,qJ7nRJ8UhItXoRkIsUHh_Q_40,CartoBold,2.1604467075313893,9,4.1,11,1
3062,qJ7nRJ8UhItXoRkIsUHh_Q_41,CartoBold,1.6334844865917617,8,2.4,14,1
3063,qJ7nRJ8UhItXoRkIsUHh_Q_42,CartoBold,2.585091967968938,9,2.0,19,1
3064,qJ7nRJ8UhItXoRkIsUHh_Q_43,CartoBold,2.5801818721517016,9,4.1,17,1
3065,qJ7nRJ8UhItXoRkIsUHh_Q_44,CartoBold,2.1777231590942394,6,2.7,14,1
3066,sRrsjIsgdSSjW1ntRQAK_Q_0,D3Cat10,1.9529167741993796,4,4.8,15,1
3067,sRrsjIsgdSSjW1ntRQAK_Q_1,D3Cat10,1.5355194614922407,3,5.3,10,1
3068,sRrsjIsgdSSjW1ntRQAK_Q_2,D3Cat10,2.8735911918994965,9,3.7,18,1
3069,sRrsjIsgdSSjW1ntRQAK_Q_3,D3Cat10,1.941240752978796,5,5.1,12,0
3070,sRrsjIsgdSSjW1ntRQAK_Q_4,D3Cat10,1.642208952080857,7,6.3,20,1
3071,sRrsjIsgdSSjW1ntRQAK_Q_6,D3Cat10,2.3416502928020786,10,4.4,14,1
3072,sRrsjIsgdSSjW1ntRQAK_Q_7,D3Cat10,2.979961632432325,10,4.2,12,1
3073,sRrsjIsgdSSjW1ntRQAK_Q_8,D3Cat10,2.544665406941636,9,3.2,16,1
3074,sRrsjIsgdSSjW1ntRQAK_Q_9,D3Cat10,1.581092260507865,6,5.2,19,1
3075,sRrsjIsgdSSjW1ntRQAK_Q_10,D3Cat10,2.7390970289576257,8,4.3,12,1
3076,sRrsjIsgdSSjW1ntRQAK_Q_11,D3Cat10,2.7298987856507733,7,4.7,16,1
3077,sRrsjIsgdSSjW1ntRQAK_Q_12,D3Cat10,1.8270996182108945,3,2.6,13,1
3078,sRrsjIsgdSSjW1ntRQAK_Q_13,D3Cat10,2.117169892293864,6,6.8,16,1
3079,sRrsjIsgdSSjW1ntRQAK_Q_14,D3Cat10,2.510266299520521,8,5.0,17,1
3080,sRrsjIsgdSSjW1ntRQAK_Q_15,D3Cat10,2.37458031565322,4,3.0,12,1
3081,sRrsjIsgdSSjW1ntRQAK_Q_16,D3Cat10,2.425317615704594,3,3.0,18,1
3082,sRrsjIsgdSSjW1ntRQAK_Q_17,D3Cat10,2.7472887545061733,4,5.1,19,1
3083,sRrsjIsgdSSjW1ntRQAK_Q_18,D3Cat10,2.804342110063989,8,4.4,14,1
3084,sRrsjIsgdSSjW1ntRQAK_Q_19,D3Cat10,2.9171893071673134,7,3.7,14,1
3085,sRrsjIsgdSSjW1ntRQAK_Q_20,D3Cat10,1.6694567917401084,3,4.3,18,1
3086,sRrsjIsgdSSjW1ntRQAK_Q_21,D3Cat10,1.6998056025645054,10,5.3,14,1
3087,sRrsjIsgdSSjW1ntRQAK_Q_22,D3Cat10,2.025092675052565,7,5.5,10,1
3088,sRrsjIsgdSSjW1ntRQAK_Q_23,D3Cat10,2.5840473490562834,8,3.1,19,1
3089,sRrsjIsgdSSjW1ntRQAK_Q_24,D3Cat10,2.7835581737976023,9,3.1,10,1
3090,sRrsjIsgdSSjW1ntRQAK_Q_25,D3Cat10,1.761879213951234,3,4.4,10,1
3091,sRrsjIsgdSSjW1ntRQAK_Q_27,D3Cat10,2.0223869839249184,2,4.0,19,1
3092,sRrsjIsgdSSjW1ntRQAK_Q_28,D3Cat10,1.5348387108583328,4,4.1,19,1
3093,sRrsjIsgdSSjW1ntRQAK_Q_29,D3Cat10,1.6019969982410798,4,4.3,11,1
3094,sRrsjIsgdSSjW1ntRQAK_Q_30,D3Cat10,2.1778566814326226,9,4.7,20,1
3095,sRrsjIsgdSSjW1ntRQAK_Q_31,D3Cat10,2.1663387619953687,5,6.8,12,1
3096,sRrsjIsgdSSjW1ntRQAK_Q_32,D3Cat10,1.6947183078890786,2,3.9,13,1
3097,sRrsjIsgdSSjW1ntRQAK_Q_33,D3Cat10,2.2605413445290017,7,6.6,13,1
3098,sRrsjIsgdSSjW1ntRQAK_Q_34,D3Cat10,1.6263690072632766,5,3.2,15,1
3099,sRrsjIsgdSSjW1ntRQAK_Q_35,D3Cat10,1.5828240652429146,10,5.8,14,1
3100,sRrsjIsgdSSjW1ntRQAK_Q_36,D3Cat10,2.973963379828298,7,3.3,13,1
3101,sRrsjIsgdSSjW1ntRQAK_Q_37,D3Cat10,2.776334795580711,5,2.5,12,1
3102,sRrsjIsgdSSjW1ntRQAK_Q_38,D3Cat10,2.2062384076614645,5,3.0,12,1
3103,sRrsjIsgdSSjW1ntRQAK_Q_39,D3Cat10,2.0286507373175,4,4.4,17,1
3104,sRrsjIsgdSSjW1ntRQAK_Q_40,D3Cat10,2.3734709014427557,10,4.0,14,1
3105,sRrsjIsgdSSjW1ntRQAK_Q_41,D3Cat10,2.236537029305879,9,4.2,10,1
3106,sRrsjIsgdSSjW1ntRQAK_Q_42,D3Cat10,2.5574490468422075,5,6.8,12,1
3107,sRrsjIsgdSSjW1ntRQAK_Q_44,D3Cat10,2.325546858064389,4,3.9,18,1
3108,sqj9e829krq9CWOc3tVL_Q_0,ColorBrewerSet3,2.638096289979387,4,4.0,16,1
3109,sqj9e829krq9CWOc3tVL_Q_1,ColorBrewerSet3,1.5814738670612627,7,3.7,10,1
3110,sqj9e829krq9CWOc3tVL_Q_2,ColorBrewerSet3,2.10685652904151,7,4.0,11,1
3111,sqj9e829krq9CWOc3tVL_Q_3,ColorBrewerSet3,1.5392947580255698,4,4.8,17,1
3112,sqj9e829krq9CWOc3tVL_Q_4,ColorBrewerSet3,2.630513324476953,3,4.0,12,1
3113,sqj9e829krq9CWOc3tVL_Q_5,ColorBrewerSet3,2.106491334933917,5,4.1,11,1
3114,sqj9e829krq9CWOc3tVL_Q_6,ColorBrewerSet3,2.718225406533974,6,3.7,17,1
3115,sqj9e829krq9CWOc3tVL_Q_7,ColorBrewerSet3,2.3734631108018918,6,2.9,12,1
3116,sqj9e829krq9CWOc3tVL_Q_8,ColorBrewerSet3,1.80306739813952,8,3.1,19,1
3117,sqj9e829krq9CWOc3tVL_Q_9,ColorBrewerSet3,2.926719680469656,4,4.0,12,1
3118,sqj9e829krq9CWOc3tVL_Q_10,ColorBrewerSet3,1.54109898559527,10,5.1,19,1
3119,sqj9e829krq9CWOc3tVL_Q_11,ColorBrewerSet3,2.8633241272259373,5,2.6,18,1
3120,sqj9e829krq9CWOc3tVL_Q_12,ColorBrewerSet3,2.000348080766937,3,3.6,10,1
